,national_inv,lead_time,in_transit_qty,forecast_3_month,forecast_6_month,forecast_9_month,sales_1_month,sales_3_month,sales_6_month,sales_9_month,min_bank,potential_issue,pieces_past_due,perf_6_month_avg,perf_12_month_avg,local_bo_qty,deck_risk,oe_constraint,ppap_risk,stop_auto_buy,rev_stop,went_on_backorder
964815,0.0,8.0,0.0,6.0,8.0,11.0,2.0,5.0,9.0,11.0,2.0,No,0.0,0.41,0.46,0.0,No,No,Yes,Yes,No,Yes
965035,-1.0,8.0,0.0,412.0,718.0,1024.0,30.0,158.0,671.0,1130.0,55.0,No,18.0,0.25,0.26,2.0,No,No,No,Yes,No,Yes
965062,0.0,8.0,0.0,8.0,8.0,8.0,0.0,0.0,0.0,0.0,4.0,No,0.0,0.78,0.71,0.0,Yes,No,Yes,Yes,No,Yes
965306,10.0,2.0,0.0,0.0,6.0,12.0,1.0,6.0,20.0,27.0,1.0,No,0.0,0.85,0.77,0.0,No,No,No,Yes,No,Yes
965381,15.0,2.0,0.0,48.0,84.0,120.0,18.0,47.0,81.0,83.0,3.0,No,30.0,0.9,0.88,0.0,Yes,No,No,Yes,No,Yes
966521,17.0,12.0,0.0,29.0,56.0,92.0,18.0,45.0,87.0,113.0,14.0,No,0.0,0.94,0.87,0.0,No,No,No,Yes,No,Yes
966837,-5.0,8.0,1.0,64.0,112.0,160.0,14.0,49.0,106.0,154.0,22.0,No,8.0,0.18,0.41,6.0,No,No,Yes,Yes,No,Yes
967026,1.0,8.0,0.0,5.0,8.0,11.0,0.0,4.0,9.0,10.0,2.0,No,0.0,0.0,0.43,0.0,No,No,No,Yes,No,Yes
967048,14.0,8.0,0.0,86.0,129.0,172.0,9.0,39.0,89.0,149.0,8.0,No,0.0,0.18,0.31,0.0,No,No,No,Yes,No,Yes
967385,2.0,2.0,0.0,50.0,50.0,50.0,3.0,5.0,7.0,8.0,2.0,No,0.0,0.99,0.98,0.0,No,No,No,Yes,No,Yes
967421,0.0,8.0,0.0,2.0,3.0,5.0,3.0,4.0,4.0,5.0,0.0,No,0.0,0.7,0.74,0.0,No,No,No,Yes,No,Yes
967679,58.0,8.0,0.0,357.0,588.0,756.0,75.0,266.0,478.0,766.0,1530.0,No,25.0,0.79,0.67,0.0,No,No,No,Yes,No,Yes
967733,0.0,4.0,0.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,0.0,No,0.0,0.96,0.91,0.0,No,No,No,Yes,No,Yes
968429,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,0.0,0.97,0.98,0.0,No,No,No,Yes,No,Yes
969537,0.0,2.0,0.0,72.0,108.0,108.0,0.0,0.0,0.0,0.0,4.0,No,0.0,0.67,0.55,0.0,Yes,No,No,No,No,Yes
969597,0.0,0.0,0.0,4.0,7.0,9.0,1.0,3.0,6.0,8.0,1.0,No,0.0,0.0,0.0,0.0,Yes,No,Yes,No,No,Yes
969817,1.0,8.0,0.0,10.0,20.0,30.0,0.0,2.0,12.0,16.0,0.0,No,0.0,1.0,0.94,0.0,No,No,No,Yes,No,Yes
969834,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,0.0,0.78,0.78,0.0,No,No,No,Yes,No,Yes
970418,0.0,12.0,0.0,3.0,3.0,3.0,1.0,2.0,4.0,7.0,0.0,No,0.0,0.78,0.78,0.0,No,No,Yes,Yes,No,Yes
970816,4.0,2.0,0.0,4.0,12.0,20.0,3.0,7.0,13.0,19.0,16.0,No,0.0,0.87,0.93,0.0,No,No,No,Yes,No,Yes
971010,23.0,2.0,4.0,30.0,72.0,102.0,9.0,29.0,53.0,77.0,4.0,No,0.0,0.96,0.85,0.0,No,No,Yes,Yes,No,Yes
971046,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,No,0.0,-99.0,-99.0,0.0,No,No,No,Yes,No,Yes
971135,0.0,4.0,1.0,6.0,7.0,7.0,4.0,9.0,12.0,12.0,0.0,No,0.0,0.68,0.66,0.0,Yes,No,No,Yes,No,Yes
971170,14.0,2.0,6.0,0.0,10.0,20.0,4.0,18.0,26.0,27.0,3.0,No,0.0,0.84,0.84,0.0,No,No,No,Yes,No,Yes
971204,2.0,8.0,0.0,1.0,3.0,4.0,0.0,2.0,2.0,6.0,0.0,No,0.0,0.78,0.86,0.0,No,No,Yes,Yes,No,Yes
971245,0.0,2.0,0.0,21.0,34.0,41.0,0.0,1.0,2.0,2.0,0.0,No,0.0,0.13,0.09,0.0,No,No,No,Yes,No,Yes
971363,0.0,8.0,0.0,10.0,15.0,15.0,1.0,5.0,6.0,6.0,2.0,No,0.0,0.46,0.61,0.0,No,No,No,Yes,No,Yes
971374,0.0,2.0,0.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,No,0.0,0.42,0.36,0.0,No,No,No,Yes,No,Yes
971417,0.0,2.0,0.0,3.0,3.0,6.0,0.0,0.0,2.0,2.0,0.0,No,0.0,0.57,0.42,0.0,Yes,No,No,Yes,No,Yes
971515,11.0,12.0,0.0,12.0,27.0,42.0,5.0,16.0,31.0,52.0,1.0,No,0.0,0.76,0.73,0.0,No,No,No,Yes,No,Yes
971554,0.0,8.0,0.0,7.0,12.0,17.0,5.0,5.0,9.0,10.0,8.0,No,0.0,0.99,0.99,0.0,No,No,Yes,Yes,No,Yes
971590,33.0,,0.0,0.0,0.0,0.0,4.0,4.0,7.0,7.0,0.0,No,0.0,-99.0,-99.0,0.0,Yes,No,No,Yes,No,Yes
971997,2.0,2.0,0.0,0.0,0.0,1.0,2.0,4.0,6.0,12.0,0.0,No,0.0,0.68,0.64,0.0,No,No,No,Yes,No,Yes
972157,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,0.0,-99.0,-99.0,0.0,No,No,No,Yes,No,Yes
972195,0.0,4.0,0.0,13.0,13.0,13.0,0.0,0.0,0.0,0.0,1.0,No,0.0,0.24,0.14,0.0,Yes,No,No,Yes,No,Yes
972421,1.0,9.0,0.0,3.0,6.0,8.0,1.0,3.0,5.0,6.0,1.0,No,0.0,0.99,0.96,0.0,No,No,No,Yes,No,Yes
972428,0.0,8.0,0.0,5404.0,7804.0,10804.0,0.0,0.0,0.0,0.0,0.0,No,0.0,0.95,0.96,0.0,No,No,No,Yes,No,Yes
972464,0.0,2.0,0.0,4.0,7.0,8.0,0.0,0.0,0.0,0.0,0.0,No,0.0,0.42,0.36,0.0,No,No,Yes,Yes,No,Yes
972520,90.0,4.0,0.0,0.0,0.0,0.0,6.0,16.0,16.0,16.0,1.0,No,0.0,0.24,0.14,0.0,Yes,No,No,Yes,No,Yes
972640,2.0,8.0,0.0,1.0,2.0,3.0,0.0,1.0,2.0,2.0,0.0,No,0.0,0.98,0.97,0.0,No,No,No,Yes,No,Yes
972699,0.0,2.0,12.0,72.0,72.0,72.0,0.0,2.0,2.0,2.0,1.0,No,0.0,0.98,0.99,0.0,Yes,No,No,Yes,No,Yes
972701,3.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,No,0.0,0.87,0.75,0.0,No,No,No,Yes,No,Yes
972783,0.0,4.0,6.0,0.0,1.0,2.0,2.0,8.0,17.0,27.0,1.0,No,0.0,0.73,0.78,0.0,No,No,Yes,Yes,No,Yes
973014,0.0,8.0,0.0,26.0,52.0,65.0,5.0,11.0,21.0,30.0,0.0,No,0.0,1.0,0.92,0.0,No,No,No,Yes,No,Yes
973052,2.0,2.0,0.0,4.0,13.0,22.0,1.0,6.0,19.0,26.0,0.0,No,0.0,0.66,0.4,0.0,No,No,No,Yes,No,Yes
973056,0.0,2.0,0.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,No,0.0,0.0,0.0,0.0,Yes,No,Yes,Yes,No,Yes
973241,0.0,2.0,0.0,130.0,130.0,130.0,0.0,0.0,1.0,1.0,0.0,No,0.0,0.99,0.86,0.0,Yes,No,No,No,No,Yes
973321,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,0.0,1.0,0.99,0.0,No,No,No,Yes,No,Yes
973514,4.0,8.0,0.0,14.0,28.0,35.0,3.0,8.0,20.0,28.0,1.0,No,0.0,0.84,0.89,0.0,No,No,No,Yes,No,Yes
973715,0.0,8.0,0.0,6.0,8.0,10.0,5.0,6.0,10.0,13.0,0.0,No,0.0,0.51,0.45,0.0,No,No,No,Yes,No,Yes
973730,93.0,8.0,0.0,0.0,0.0,0.0,1.0,4.0,4.0,7.0,0.0,No,0.0,0.85,0.89,0.0,No,No,Yes,Yes,No,Yes
973758,2.0,8.0,0.0,7.0,11.0,15.0,1.0,5.0,7.0,13.0,0.0,No,0.0,0.79,0.66,0.0,No,No,No,Yes,No,Yes
973801,0.0,8.0,0.0,4.0,6.0,9.0,2.0,4.0,4.0,7.0,0.0,No,0.0,0.83,0.91,0.0,No,No,No,Yes,No,Yes
974007,5.0,8.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,4.0,1.0,No,0.0,0.99,0.99,0.0,No,No,No,Yes,No,Yes
974031,0.0,9.0,0.0,2.0,3.0,4.0,0.0,2.0,2.0,2.0,0.0,No,0.0,1.0,0.99,0.0,No,No,No,Yes,No,Yes
974033,9.0,2.0,0.0,47.0,71.0,95.0,9.0,24.0,40.0,58.0,4.0,No,0.0,0.42,0.36,0.0,No,No,No,Yes,No,Yes
974189,0.0,2.0,0.0,5.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,No,0.0,0.68,0.66,0.0,Yes,No,No,Yes,No,Yes
974199,8.0,2.0,0.0,0.0,0.0,0.0,2.0,3.0,8.0,8.0,0.0,No,0.0,0.53,0.54,0.0,Yes,No,No,Yes,No,Yes
974254,16.0,2.0,0.0,51.0,99.0,147.0,16.0,40.0,81.0,112.0,8.0,No,0.0,0.81,0.87,0.0,No,No,No,Yes,No,Yes
974258,0.0,2.0,0.0,16.0,40.0,40.0,0.0,1.0,1.0,1.0,0.0,No,0.0,0.84,0.86,0.0,Yes,No,Yes,Yes,No,Yes
974546,23.0,12.0,2.0,2375.0,3816.0,5476.0,357.0,1805.0,4002.0,5700.0,154.0,No,0.0,0.7,0.76,5.0,No,No,No,Yes,No,Yes
975239,0.0,2.0,0.0,10.0,10.0,10.0,1.0,1.0,1.0,1.0,0.0,No,0.0,0.54,0.61,0.0,Yes,No,No,Yes,No,Yes
976092,0.0,8.0,0.0,4.0,5.0,7.0,1.0,2.0,4.0,6.0,0.0,No,0.0,0.79,0.66,0.0,No,No,No,Yes,No,Yes
976207,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,0.0,-99.0,-99.0,0.0,No,No,No,Yes,No,Yes
977143,-13.0,8.0,0.0,21.0,21.0,21.0,3.0,12.0,20.0,25.0,0.0,No,0.0,0.77,0.76,13.0,No,No,No,Yes,No,Yes
977292,1.0,2.0,0.0,24.0,40.0,60.0,1.0,7.0,11.0,18.0,0.0,No,0.0,0.52,0.67,0.0,No,No,No,Yes,No,Yes
978215,1.0,8.0,0.0,144.0,192.0,240.0,53.0,97.0,184.0,302.0,25.0,No,0.0,0.77,0.89,0.0,No,No,No,Yes,No,Yes
978294,0.0,2.0,0.0,21.0,49.0,61.0,8.0,38.0,54.0,82.0,2.0,No,0.0,0.94,0.96,0.0,No,No,No,Yes,No,Yes
978844,0.0,8.0,0.0,180.0,180.0,180.0,0.0,0.0,0.0,0.0,0.0,No,0.0,0.99,0.98,0.0,Yes,No,Yes,Yes,No,Yes
979313,2.0,2.0,10.0,20.0,30.0,30.0,4.0,5.0,6.0,6.0,0.0,No,0.0,0.53,0.53,0.0,No,No,No,Yes,No,Yes
979378,0.0,8.0,0.0,268.0,370.0,540.0,56.0,173.0,249.0,323.0,52.0,No,0.0,0.41,0.46,0.0,No,No,No,Yes,No,Yes
981344,0.0,8.0,0.0,5.0,8.0,11.0,6.0,10.0,10.0,14.0,1.0,No,0.0,0.98,0.98,0.0,No,No,No,Yes,No,Yes
983053,0.0,8.0,0.0,3.0,4.0,6.0,3.0,4.0,6.0,7.0,1.0,No,0.0,0.98,0.98,0.0,No,No,No,Yes,No,Yes
984594,-1.0,2.0,0.0,10.0,10.0,10.0,6.0,7.0,7.0,7.0,1.0,No,0.0,0.93,0.86,1.0,Yes,No,No,Yes,No,Yes
984663,-101.0,8.0,0.0,317.0,317.0,317.0,0.0,0.0,0.0,0.0,2.0,No,0.0,1.0,0.33,101.0,No,No,No,Yes,No,Yes
984670,-1.0,,0.0,3.0,3.0,3.0,0.0,0.0,4.0,6.0,0.0,No,0.0,-99.0,-99.0,1.0,Yes,No,No,Yes,No,Yes
984691,-152.0,12.0,0.0,615.0,861.0,984.0,133.0,299.0,513.0,692.0,0.0,No,0.0,0.0,0.01,69.0,No,No,No,Yes,No,Yes
984699,53.0,8.0,57.0,1711.0,2767.0,4359.0,476.0,1692.0,2951.0,3853.0,458.0,No,0.0,0.93,0.94,20.0,No,No,No,Yes,No,Yes
984702,-3.0,8.0,0.0,17.0,24.0,35.0,5.0,17.0,27.0,33.0,0.0,No,0.0,0.79,0.66,3.0,No,No,No,Yes,No,Yes
984736,0.0,2.0,0.0,42.0,68.0,85.0,1.0,1.0,2.0,2.0,0.0,No,0.0,0.78,0.89,1.0,No,No,No,Yes,No,Yes
984738,-20.0,12.0,0.0,81.0,96.0,106.0,34.0,42.0,69.0,90.0,10.0,No,0.0,0.78,0.78,20.0,No,No,Yes,Yes,No,Yes
984741,-1.0,0.0,0.0,29.0,47.0,65.0,7.0,16.0,41.0,52.0,2.0,No,0.0,0.0,0.0,1.0,No,No,No,No,No,Yes
984743,16.0,12.0,706.0,1660.0,2100.0,3300.0,481.0,1604.0,2841.0,4131.0,298.0,No,0.0,0.78,0.78,35.0,No,No,No,Yes,No,Yes
984779,28632.0,8.0,180.0,1425.0,22420.0,39330.0,2947.0,10717.0,24386.0,43376.0,3854.0,No,0.0,0.98,0.99,116.0,No,No,No,Yes,No,Yes
984785,-41.0,12.0,0.0,355.0,410.0,482.0,31.0,120.0,209.0,350.0,38.0,No,0.0,0.81,0.83,41.0,No,No,No,Yes,No,Yes
984798,-1.0,8.0,3.0,5.0,6.0,9.0,2.0,7.0,10.0,12.0,0.0,No,0.0,0.81,0.82,1.0,No,No,No,Yes,No,Yes
984835,-3.0,12.0,0.0,3.0,3.0,3.0,0.0,4.0,4.0,4.0,0.0,No,0.0,0.63,0.72,3.0,No,No,No,Yes,No,Yes
984878,13.0,2.0,0.0,504.0,810.0,1128.0,76.0,283.0,544.0,765.0,89.0,No,0.0,0.35,0.27,8.0,No,No,No,Yes,No,Yes
984893,0.0,2.0,0.0,26.0,42.0,62.0,1.0,2.0,2.0,2.0,0.0,No,0.0,0.62,0.62,4.0,No,No,No,Yes,No,Yes
984908,40.0,0.0,0.0,1219.0,1799.0,2420.0,221.0,656.0,1300.0,1963.0,265.0,No,0.0,0.0,0.0,11.0,No,No,No,No,No,Yes
984925,17.0,8.0,177.0,360.0,600.0,768.0,307.0,532.0,889.0,1186.0,145.0,No,0.0,0.89,0.68,3.0,No,No,No,Yes,No,Yes
984947,-8.0,8.0,0.0,730.0,1030.0,1330.0,82.0,303.0,696.0,1176.0,260.0,No,0.0,0.88,0.91,14.0,No,No,No,Yes,No,Yes
985001,-19.0,,0.0,0.0,0.0,0.0,26.0,155.0,201.0,286.0,0.0,No,0.0,-99.0,-99.0,20.0,Yes,No,No,Yes,No,Yes
985003,-3.0,8.0,0.0,33.0,51.0,78.0,12.0,35.0,67.0,99.0,2.0,No,0.0,0.57,0.44,3.0,No,No,No,Yes,No,Yes
985007,-110.0,8.0,0.0,600.0,900.0,1100.0,141.0,490.0,792.0,1101.0,156.0,No,0.0,0.45,0.47,118.0,No,No,No,Yes,No,Yes
985041,0.0,2.0,0.0,8.0,8.0,8.0,2.0,2.0,3.0,3.0,1.0,No,0.0,0.85,0.83,1.0,No,No,No,Yes,No,Yes
985042,0.0,12.0,0.0,2.0,4.0,5.0,0.0,1.0,2.0,3.0,0.0,No,1.0,0.63,0.72,0.0,No,No,Yes,Yes,No,Yes
985061,3.0,8.0,0.0,46.0,81.0,121.0,19.0,45.0,89.0,122.0,0.0,No,5.0,0.8,0.82,0.0,No,No,No,Yes,No,Yes
985076,29.0,8.0,2.0,502.0,718.0,916.0,209.0,357.0,592.0,985.0,106.0,No,70.0,0.31,0.41,21.0,No,No,No,Yes,No,Yes
985083,0.0,12.0,0.0,7.0,10.0,14.0,0.0,3.0,9.0,9.0,0.0,No,1.0,0.98,0.98,0.0,No,No,No,Yes,No,Yes
985095,25.0,2.0,5.0,35.0,75.0,120.0,7.0,28.0,36.0,37.0,0.0,No,5.0,0.15,0.18,0.0,No,No,No,Yes,No,Yes
985101,-3.0,8.0,4.0,256.0,372.0,472.0,43.0,146.0,300.0,459.0,52.0,No,16.0,0.44,0.64,5.0,No,No,No,Yes,No,Yes
985127,69.0,2.0,4.0,438.0,855.0,1335.0,110.0,179.0,216.0,262.0,41.0,No,23.0,0.69,0.69,0.0,No,No,No,Yes,No,Yes
985132,-1.0,8.0,0.0,174.0,174.0,231.0,4.0,54.0,175.0,231.0,30.0,No,9.0,0.66,0.64,2.0,No,No,No,Yes,No,Yes
985151,9.0,8.0,5.0,71.0,101.0,131.0,2.0,37.0,74.0,124.0,31.0,No,5.0,0.58,0.57,0.0,No,No,No,Yes,No,Yes
985160,-43.0,8.0,1.0,283.0,427.0,583.0,45.0,170.0,346.0,503.0,39.0,No,28.0,0.57,0.59,45.0,No,No,No,Yes,No,Yes
985169,8.0,8.0,0.0,54.0,73.0,92.0,7.0,21.0,39.0,68.0,16.0,No,1.0,0.14,0.32,0.0,No,No,No,Yes,No,Yes
985185,0.0,2.0,0.0,2.0,2.0,7.0,0.0,0.0,0.0,0.0,0.0,No,2.0,0.8,0.82,0.0,No,No,Yes,Yes,No,Yes
985206,0.0,2.0,0.0,50.0,75.0,100.0,10.0,19.0,60.0,84.0,2.0,No,25.0,0.79,0.71,0.0,No,No,No,Yes,No,Yes
985216,25.0,12.0,3.0,1320.0,1680.0,2160.0,200.0,559.0,960.0,1471.0,328.0,No,120.0,0.78,0.78,20.0,No,No,No,Yes,No,Yes
985243,9.0,8.0,2.0,84.0,180.0,266.0,22.0,67.0,124.0,177.0,0.0,No,6.0,0.71,0.75,0.0,No,No,Yes,Yes,No,Yes
985252,-17.0,8.0,0.0,257.0,383.0,513.0,32.0,123.0,276.0,429.0,34.0,No,25.0,0.77,0.76,17.0,No,No,Yes,Yes,No,Yes
985264,25.0,12.0,1.0,744.0,1228.0,1780.0,181.0,571.0,1099.0,1580.0,10.0,No,28.0,0.57,0.68,1.0,No,No,No,Yes,No,Yes
985269,7.0,2.0,0.0,36.0,68.0,104.0,12.0,42.0,56.0,67.0,0.0,No,3.0,0.8,0.82,0.0,No,No,No,Yes,No,Yes
985306,71.0,8.0,4.0,408.0,612.0,884.0,72.0,279.0,516.0,757.0,89.0,No,68.0,0.44,0.62,0.0,No,No,No,Yes,No,Yes
985314,0.0,8.0,0.0,9.0,13.0,19.0,0.0,4.0,10.0,13.0,0.0,No,1.0,0.82,0.81,0.0,No,No,No,Yes,No,Yes
985360,3.0,8.0,0.0,55.0,74.0,107.0,7.0,40.0,63.0,100.0,0.0,No,3.0,0.96,0.96,0.0,No,No,No,Yes,No,Yes
985366,22.0,8.0,0.0,230.0,427.0,638.0,74.0,186.0,316.0,413.0,0.0,No,3.0,0.37,0.43,0.0,No,No,No,Yes,No,Yes
985484,0.0,8.0,0.0,8.0,10.0,14.0,1.0,3.0,7.0,9.0,2.0,No,1.0,0.81,0.82,0.0,No,No,No,Yes,No,Yes
985492,15.0,2.0,0.0,195.0,309.0,347.0,62.0,163.0,308.0,435.0,54.0,No,35.0,0.14,0.14,0.0,No,No,Yes,Yes,No,Yes
985496,-15.0,3.0,0.0,32.0,32.0,32.0,1.0,15.0,27.0,29.0,0.0,No,4.0,0.89,0.9,15.0,No,No,No,Yes,No,Yes
985503,0.0,2.0,0.0,1017.0,1647.0,1819.0,0.0,0.0,0.0,0.0,86.0,No,426.0,0.79,0.66,0.0,Yes,No,No,Yes,No,Yes
985550,3.0,8.0,1.0,24.0,36.0,50.0,8.0,20.0,38.0,61.0,10.0,No,2.0,0.23,0.43,0.0,No,No,No,Yes,No,Yes
985556,0.0,,0.0,200.0,300.0,500.0,0.0,0.0,0.0,0.0,0.0,No,100.0,-99.0,-99.0,0.0,No,No,No,Yes,No,Yes
985621,3.0,2.0,1.0,15.0,30.0,45.0,7.0,15.0,23.0,23.0,0.0,No,5.0,0.97,0.98,0.0,No,No,No,Yes,No,Yes
985633,0.0,12.0,0.0,6.0,7.0,9.0,0.0,3.0,6.0,6.0,0.0,No,1.0,0.78,0.78,0.0,No,No,Yes,Yes,No,Yes
985664,1.0,8.0,0.0,24.0,32.0,54.0,4.0,20.0,37.0,52.0,0.0,No,2.0,0.17,0.33,0.0,No,No,No,Yes,No,Yes
985682,0.0,5.0,0.0,461.0,638.0,638.0,0.0,2.0,2.0,2.0,41.0,No,91.0,0.68,0.69,0.0,No,No,No,Yes,No,Yes
985710,15.0,2.0,0.0,300.0,492.0,684.0,48.0,166.0,313.0,505.0,46.0,No,36.0,0.84,0.86,7.0,No,No,No,Yes,No,Yes
985720,0.0,2.0,18.0,6.0,12.0,13.0,0.0,0.0,0.0,0.0,2.0,No,6.0,0.84,0.86,0.0,No,No,No,Yes,No,Yes
985763,0.0,4.0,0.0,271.0,451.0,523.0,1.0,4.0,10.0,11.0,18.0,No,2.0,0.79,0.66,0.0,No,No,Yes,Yes,No,Yes
985854,0.0,12.0,0.0,7.0,7.0,10.0,0.0,2.0,5.0,10.0,5.0,No,2.0,0.78,0.78,0.0,No,No,Yes,Yes,No,Yes
985932,1.0,12.0,0.0,8.0,8.0,8.0,0.0,3.0,7.0,12.0,3.0,No,4.0,0.78,0.78,0.0,No,No,No,Yes,No,Yes
985961,-56.0,8.0,0.0,201.0,257.0,331.0,34.0,110.0,210.0,304.0,20.0,No,3.0,0.18,0.38,56.0,No,No,Yes,Yes,No,Yes
985992,0.0,12.0,0.0,7.0,10.0,13.0,0.0,2.0,6.0,8.0,0.0,No,3.0,0.78,0.78,0.0,No,No,No,Yes,No,Yes
986045,7.0,4.0,0.0,90.0,140.0,190.0,25.0,69.0,127.0,190.0,13.0,No,12.0,0.1,0.08,0.0,No,No,No,Yes,No,Yes
986083,-1.0,4.0,2.0,7.0,13.0,17.0,4.0,9.0,18.0,21.0,0.0,No,1.0,0.54,0.48,1.0,No,No,No,Yes,No,Yes
986106,0.0,2.0,0.0,24.0,24.0,24.0,0.0,0.0,0.0,0.0,0.0,No,20.0,0.78,0.69,0.0,Yes,No,No,Yes,No,Yes
986117,1.0,8.0,1.0,3.0,4.0,5.0,2.0,6.0,9.0,9.0,0.0,No,3.0,0.8,0.82,0.0,No,No,No,Yes,No,Yes
986149,1.0,8.0,0.0,2.0,4.0,5.0,0.0,2.0,2.0,5.0,2.0,No,1.0,0.78,0.74,0.0,No,No,No,Yes,No,Yes
986152,0.0,9.0,0.0,47.0,50.0,59.0,12.0,28.0,40.0,63.0,3.0,No,3.0,0.35,0.41,0.0,No,No,No,Yes,No,Yes
986160,1.0,2.0,0.0,90.0,90.0,148.0,13.0,40.0,65.0,98.0,28.0,No,10.0,0.05,0.32,0.0,No,No,No,Yes,No,Yes
986188,45.0,8.0,51.0,371.0,578.0,825.0,89.0,321.0,561.0,727.0,64.0,No,108.0,0.79,0.66,4.0,No,No,No,Yes,No,Yes
986206,18.0,8.0,20.0,95.0,169.0,235.0,33.0,115.0,212.0,328.0,81.0,No,9.0,0.86,0.88,1.0,No,No,No,Yes,No,Yes
986269,0.0,9.0,0.0,5.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,No,1.0,0.7,0.66,0.0,No,No,No,Yes,No,Yes
986272,189.0,8.0,279.0,7419.0,7419.0,8503.0,734.0,2561.0,5692.0,9536.0,947.0,No,600.0,0.5,0.53,45.0,No,No,No,Yes,No,Yes
986279,0.0,2.0,0.0,19.0,19.0,19.0,0.0,0.0,0.0,0.0,1.0,No,4.0,0.79,0.86,0.0,No,No,No,Yes,No,Yes
986339,-5.0,8.0,0.0,397.0,649.0,883.0,92.0,284.0,613.0,900.0,73.0,No,35.0,0.8,0.79,13.0,No,No,No,Yes,No,Yes
986346,7.0,16.0,1.0,54.0,54.0,72.0,10.0,33.0,60.0,85.0,16.0,No,3.0,0.99,0.99,0.0,No,No,No,Yes,No,Yes
986385,56.0,8.0,25.0,186.0,311.0,424.0,45.0,149.0,272.0,436.0,51.0,No,3.0,0.81,0.87,0.0,No,No,No,Yes,No,Yes
986421,60.0,8.0,2.0,276.0,483.0,682.0,88.0,272.0,503.0,751.0,58.0,No,24.0,0.79,0.66,0.0,No,No,No,Yes,No,Yes
986425,1.0,3.0,0.0,4.0,7.0,9.0,0.0,3.0,6.0,6.0,0.0,No,1.0,0.89,0.9,0.0,No,No,No,Yes,No,Yes
986490,0.0,12.0,0.0,6.0,6.0,6.0,0.0,1.0,3.0,5.0,0.0,No,1.0,0.78,0.78,0.0,No,No,No,Yes,No,Yes
986517,-9.0,8.0,19.0,760.0,1080.0,1480.0,157.0,457.0,884.0,1328.0,168.0,No,40.0,0.78,0.8,15.0,No,No,No,Yes,No,Yes
986532,0.0,2.0,0.0,11.0,20.0,23.0,0.0,0.0,0.0,0.0,0.0,No,1.0,0.71,0.75,0.0,No,No,Yes,Yes,No,Yes
986568,263.0,8.0,45.0,1188.0,1668.0,2208.0,265.0,774.0,1408.0,2308.0,484.0,No,80.0,0.61,0.57,0.0,No,No,Yes,Yes,No,Yes
986573,1.0,8.0,0.0,42.0,78.0,96.0,14.0,31.0,53.0,90.0,9.0,No,19.0,0.17,0.33,0.0,No,No,No,Yes,No,Yes
986595,0.0,2.0,0.0,5.0,7.0,8.0,0.0,0.0,0.0,4.0,1.0,No,5.0,0.78,0.89,0.0,Yes,No,No,Yes,No,Yes
986627,12.0,8.0,0.0,83.0,125.0,157.0,37.0,111.0,382.0,415.0,0.0,No,3.0,0.46,0.33,0.0,No,No,No,Yes,No,Yes
986691,-2.0,8.0,0.0,772.0,1072.0,1447.0,78.0,236.0,374.0,479.0,88.0,No,75.0,0.0,0.0,8.0,No,No,No,Yes,No,Yes
986692,0.0,12.0,0.0,9.0,16.0,23.0,0.0,3.0,9.0,14.0,0.0,No,5.0,0.66,0.67,0.0,No,No,No,Yes,No,Yes
986718,0.0,8.0,0.0,216.0,336.0,456.0,23.0,174.0,304.0,442.0,48.0,No,7.0,0.25,0.53,2.0,No,No,No,Yes,No,Yes
986748,0.0,4.0,0.0,7.0,10.0,13.0,3.0,5.0,5.0,5.0,1.0,No,3.0,0.73,0.78,0.0,Yes,No,No,Yes,No,Yes
986790,-6.0,8.0,4.0,456.0,728.0,1060.0,93.0,307.0,622.0,898.0,35.0,No,56.0,0.66,0.67,6.0,No,No,No,Yes,No,Yes
986849,-5.0,8.0,0.0,25.0,35.0,39.0,2.0,7.0,12.0,31.0,5.0,No,3.0,0.77,0.76,5.0,No,No,No,Yes,No,Yes
986883,0.0,8.0,0.0,15.0,27.0,39.0,3.0,13.0,24.0,38.0,0.0,No,2.0,0.76,0.78,0.0,No,No,No,Yes,No,Yes
986940,70.0,12.0,3.0,583.0,1023.0,1463.0,127.0,386.0,789.0,1221.0,92.0,No,32.0,0.88,0.86,2.0,No,No,Yes,Yes,No,Yes
986958,0.0,9.0,0.0,2.0,2.0,2.0,0.0,0.0,1.0,2.0,0.0,No,2.0,0.87,0.72,0.0,No,No,No,Yes,No,Yes
