national_inv,lead_time,in_transit_qty,forecast_3_month,forecast_6_month,forecast_9_month,sales_1_month,sales_3_month,sales_6_month,sales_9_month,min_bank,potential_issue,pieces_past_due,perf_6_month_avg,perf_12_month_avg,local_bo_qty,deck_risk,oe_constraint,ppap_risk,stop_auto_buy,rev_stop,went_on_backorder,
11164,2,3,1,1,3,5,0,2,5,5,0,No,0,0.89,0.9,0,No,No,No,Yes,No,No
11165,1,10,0,0,0,0,1,1,1,2,0,No,0,0.89,0.9,0,No,No,No,Yes,No,No
11166,12,2,0,0,105,105,0,0,0,0,2,No,0,0.85,0.74,0,No,No,No,Yes,No,No
11167,10,8,0,0,0,0,0,0,0,0,1,No,0,0.37,0.34,0,No,No,No,Yes,No,No
11168,8,3,0,0,0,2,0,1,1,1,0,No,0,0.89,0.9,0,No,No,No,Yes,No,No
11169,217,5,0,0,0,0,0,9,20,24,0,No,0,0.99,0.98,0,No,No,No,Yes,No,No
11170,59,2,0,0,0,0,0,1,1,1,0,No,0,0.98,0.99,0,Yes,No,No,Yes,No,No
11171,119,2,99,297,461,584,98,212,352,487,144,No,0,0.98,0.99,0,No,No,No,Yes,No,No
11172,2,2,20,0,0,0,1,2,2,3,0,No,0,0.99,0.96,0,No,No,No,Yes,No,No
11173,2,2,12,0,0,4,1,10,20,24,0,No,0,0.99,0.96,0,No,No,No,Yes,No,No
11174,0,9,0,0,0,0,0,0,0,0,0,No,0,0.7,0.66,0,No,No,No,Yes,No,No
11175,2,9,0,0,0,0,0,0,0,0,0,No,0,0.7,0.66,0,No,No,No,Yes,No,No
11176,57,2,0,0,0,105,2,16,20,29,0,No,0,1,0.99,0,No,No,No,Yes,No,No
11177,17,,0,0,4,5,0,0,0,0,0,No,0,-99,-99,0,No,No,No,Yes,No,No
11178,118,8,0,0,0,0,0,0,0,0,0,No,0,0.98,0.99,0,No,No,No,Yes,No,No
11179,31,8,0,0,0,0,0,1,1,1,2,No,0,0.98,0.98,0,No,No,No,Yes,No,No
11180,15,9,0,0,0,0,0,0,1,1,0,No,0,0.95,0.89,0,No,No,No,Yes,No,No
11181,26,2,0,0,18,18,3,15,23,29,1,No,0,0.98,0.98,0,No,No,No,Yes,No,No
11182,38,2,0,0,0,0,1,2,5,7,0,No,0,0.99,0.99,0,No,No,No,Yes,No,No
11183,37,2,12,12,36,60,4,16,29,41,0,No,0,0.93,0.87,0,No,No,No,Yes,No,No
11184,4,8,0,0,0,1,0,1,3,3,2,No,0,0.97,0.96,0,No,No,No,Yes,No,No
11185,76,8,20,160,320,500,45,160,316,484,32,No,0,0.99,0.98,0,No,No,No,Yes,No,No
11186,62,2,300,0,0,0,4,14,37,43,4,No,0,0.65,0.42,0,Yes,No,Yes,Yes,No,No
11187,119,2,0,85,170,255,47,117,173,286,41,No,0,0.95,0.95,0,No,No,No,Yes,No,No
11188,3,8,0,0,0,0,0,0,0,1,0,No,0,0.87,0.92,0,No,No,No,Yes,No,No
11189,2,9,0,0,0,0,0,0,0,0,0,No,0,0.7,0.66,0,No,No,No,Yes,No,No
11190,10,2,0,10,20,30,7,19,36,45,3,No,0,0.99,0.96,0,No,No,Yes,Yes,No,No
11191,31,2,0,0,0,0,4,5,5,5,0,No,0,0.5,0.5,0,No,No,No,Yes,No,No
11192,63,0,0,240,504,768,47,241,571,750,17,No,0,0,0,0,No,No,No,No,No,Yes
11193,151,6,0,0,0,0,0,5,12,16,2,No,0,1,0.99,0,No,No,No,Yes,No,No
11194,3,2,0,0,0,0,0,0,0,0,0,No,0,0.97,0.98,0,No,No,No,Yes,No,No
11195,13,3,0,16,32,48,5,14,26,42,0,No,0,0.99,0.99,0,No,No,No,Yes,No,No
11196,9,4,0,0,0,0,0,2,2,2,1,No,0,0.22,0.15,0,Yes,No,No,Yes,No,No
11197,4,12,0,0,2,2,0,0,0,0,0,No,0,0.73,0.79,0,No,No,No,Yes,No,No
11198,1205,2,937,2556,4572,7596,494,1818,3975,5636,582,No,0,0.99,0.98,0,No,No,No,Yes,No,No
11199,1,8,0,0,0,0,0,0,0,0,0,No,0,0.1,0.11,0,No,No,No,Yes,No,No
11200,9,17,0,8,8,8,2,6,10,15,1,No,0,0.82,0.82,0,No,No,Yes,Yes,No,No
11201,21,8,0,0,0,0,0,0,0,0,0,No,0,0.13,0.15,0,No,No,No,Yes,No,No
11202,169,2,0,408,680,1020,98,264,497,717,94,No,0,0.93,0.89,0,No,No,No,Yes,No,No
11203,6,10,0,0,0,0,0,0,1,1,1,No,0,0.77,0.84,0,Yes,No,No,Yes,No,No
11204,8,8,0,0,0,0,1,1,5,9,0,No,0,0.7,0.73,0,No,No,No,Yes,No,No
11205,745,8,60,264,804,1356,129,447,829,1117,143,No,0,0.86,0.9,0,No,No,Yes,Yes,No,No
11206,6,2,0,0,0,0,0,0,0,0,0,No,0,0.96,0.96,0,No,No,No,Yes,No,No
11207,101,2,11,65,65,130,24,64,100,152,22,No,0,1,0.97,0,No,No,No,Yes,No,No
11208,4812,2,0,2318,6113,10052,16,28,32,32,1093,No,0,0.76,0.81,0,No,No,No,Yes,No,No
11209,102,2,15,60,150,240,32,101,253,327,47,No,0,1,0.99,0,No,No,No,Yes,No,No
11210,14,8,0,0,0,0,0,0,1,2,0,No,0,0.83,0.85,0,No,No,No,Yes,No,No
11211,271,8,34,0,113,172,13,67,110,272,0,No,0,0.66,0.85,0,No,No,No,Yes,No,No
11212,11,2,6,18,42,66,5,19,34,47,4,No,0,0.99,0.98,0,No,No,No,Yes,No,No
11213,0,12,0,4,7,7,0,0,0,0,0,No,0,0.57,0.68,0,No,No,No,Yes,No,No
11214,2,2,0,0,0,0,0,1,1,1,1,No,0,0.94,0.8,0,No,No,No,Yes,No,No
11215,22,,0,0,0,0,0,2,5,5,0,No,0,-99,-99,0,No,No,No,Yes,No,No
11216,654,8,0,0,202,464,0,0,0,0,115,No,0,0.25,0.31,0,No,No,No,Yes,No,No
11217,9,8,0,0,0,0,1,1,2,2,0,No,0,0.18,0.33,0,Yes,No,No,Yes,No,No
11218,17,8,12,0,6,18,1,4,7,13,0,No,0,0.99,0.99,0,No,No,No,Yes,No,No
11219,3,8,0,0,0,0,0,0,0,0,1,No,0,0.15,0.1,0,No,No,No,Yes,No,No
11220,7,8,0,0,0,0,0,0,0,0,0,No,0,0.82,0.81,0,No,No,No,Yes,No,No
11221,5,2,0,0,0,0,0,1,8,10,0,No,0,0.97,0.93,0,No,No,No,Yes,No,No
11222,3,9,0,0,0,0,0,0,0,0,0,No,0,0.7,0.66,0,No,No,No,Yes,No,No
11223,5,4,0,0,0,0,0,0,1,2,0,No,0,0.57,0.68,0,No,No,No,Yes,No,No
11224,4,12,0,0,0,0,0,0,0,0,0,No,0,0.73,0.79,0,No,No,No,Yes,No,No
11225,9,2,0,0,0,36,0,0,19,19,2,No,0,0.89,0.89,0,No,No,Yes,Yes,No,No
11226,1,2,0,0,0,0,0,0,0,0,0,No,0,1,1,0,No,No,No,Yes,No,No
11227,4,2,0,0,1,2,0,2,6,6,0,No,0,0.81,0.75,0,No,No,Yes,Yes,No,No
11228,365,4,0,0,0,0,2,7,12,12,16,No,0,0.22,0.15,0,Yes,No,No,Yes,No,No
11229,3,,0,0,0,0,0,0,0,0,0,No,0,-99,-99,0,No,No,No,Yes,No,No
11230,3,8,0,0,0,0,0,0,0,0,0,No,0,0.82,0.84,0,No,No,No,Yes,No,No
11231,4,8,0,0,0,0,0,0,0,0,0,No,0,0.82,0.84,0,No,No,No,Yes,No,No
11232,0,12,0,28,28,28,0,0,0,0,1,No,0,0.73,0.79,0,Yes,No,Yes,Yes,No,No
11233,3,12,0,0,0,0,0,0,1,1,0,No,0,0.57,0.68,0,No,No,No,Yes,No,No
11234,3,4,0,0,0,0,0,0,0,0,0,No,0,0.89,0.9,0,No,No,No,Yes,No,No
11235,16,8,0,0,0,0,0,0,0,0,0,No,0,0.98,0.98,0,No,No,No,Yes,No,No
11236,16,8,0,0,0,0,0,0,0,0,0,No,0,0.98,0.98,0,No,No,No,Yes,No,No
11237,0,2,0,0,59,59,0,0,0,0,0,No,0,0.76,0.81,0,Yes,No,No,Yes,No,No
11238,0,2,0,58,58,58,0,0,0,0,1,No,0,0.9,0.91,0,Yes,No,Yes,Yes,No,No
11239,1,8,0,8,11,14,1,4,6,8,0,No,0,0.5,0.42,0,Yes,No,No,Yes,No,No
11240,7,2,0,0,0,0,0,0,1,1,1,No,0,0.97,0.98,0,No,No,No,Yes,No,No
11241,17,8,0,0,0,0,0,0,0,0,0,No,0,0.8,0.84,0,No,No,No,Yes,No,No
11242,21,2,0,0,0,0,0,0,0,0,0,No,0,0.99,0.99,0,Yes,No,No,Yes,No,No
11243,56,2,27,27,54,81,19,35,65,74,5,No,0,0.96,0.97,0,No,No,Yes,Yes,No,No
11244,3,8,0,0,0,0,0,0,0,0,0,No,0,0.8,0.79,0,No,No,Yes,Yes,No,No
11245,2,9,0,0,0,0,0,0,0,0,0,No,0,0.7,0.66,0,No,No,No,Yes,No,No
11246,10,2,0,0,0,0,0,0,0,0,1,No,0,0.46,0.65,0,No,No,No,Yes,No,No
11247,0,4,0,0,0,0,0,0,1,1,0,No,0,0.89,0.9,0,No,No,Yes,Yes,No,Yes
11248,74,2,11,28,68,96,20,61,137,189,28,No,0,0.96,0.9,0,No,No,No,Yes,No,No
11249,0,2,0,25,25,50,1,5,12,19,0,No,0,1,0.91,0,No,No,No,Yes,No,Yes
11250,2,4,0,0,0,0,0,0,0,0,0,No,0,0.7,0.66,0,No,No,No,Yes,No,No
11251,0,12,0,4200,7350,7350,0,0,0,0,1800,No,0,0.39,0.22,0,Yes,No,Yes,No,No,No
11252,12,2,0,0,0,0,1,2,2,2,0,No,0,0.32,0.63,0,No,No,No,Yes,No,No
11253,0,0,0,3,3,3,0,0,0,0,1,No,0,0,0,0,Yes,No,Yes,Yes,No,No
11254,118,3,0,90,180,270,28,101,148,151,37,No,0,0.99,0.99,0,No,No,No,Yes,No,No
11255,10,2,0,0,0,0,0,0,0,0,0,No,0,0.7,0.66,0,No,No,Yes,Yes,No,No
11256,2,2,0,0,0,1,0,0,1,1,0,No,0,0.82,0.81,0,No,No,No,Yes,No,No
11257,572,2,166,400,1000,1700,195,677,1113,1501,212,No,0,1,1,0,No,No,No,Yes,No,No
11258,34,8,0,0,0,0,0,0,1,1,0,No,0,0.46,0.25,0,No,No,No,Yes,No,No
11259,8,2,0,0,0,6,0,0,2,2,2,No,0,0.83,0.8,0,No,No,No,Yes,No,No
11260,2,8,0,0,0,0,0,0,0,0,0,No,0,0.37,0.34,0,No,No,No,Yes,No,No
11261,2,9,0,0,0,0,0,0,0,0,0,No,0,0.7,0.66,0,No,No,No,Yes,No,No
11262,28,2,4,48,72,96,11,43,84,108,21,No,0,0.99,0.99,0,No,No,No,Yes,No,No
11263,6,8,0,0,0,0,0,0,1,1,0,No,0,0.89,0.82,0,No,No,No,Yes,No,No
11264,153,8,0,0,0,0,0,5,7,10,2,No,0,0.84,0.86,0,No,No,Yes,Yes,No,No
11265,68,2,0,0,0,0,0,0,0,2,0,No,0,0.91,0.96,0,No,No,No,Yes,No,No
11266,3,2,0,1,4,6,0,1,4,7,1,No,0,0.89,0.93,0,No,No,No,Yes,No,No
11267,29,8,0,32,64,128,3,23,47,65,0,No,0,0.78,0.78,0,No,No,Yes,Yes,No,No
11268,1,9,0,0,0,0,0,0,0,1,0,No,0,0.7,0.66,0,No,No,No,Yes,No,No
11269,2,9,0,0,0,0,0,0,0,0,0,No,0,0.7,0.66,0,No,No,No,Yes,No,No
11270,24,2,0,0,0,0,0,2,4,6,0,No,0,0.58,0.56,0,No,No,No,Yes,No,No
11271,18,2,0,0,13,26,3,18,29,39,0,No,0,0.91,0.91,0,No,No,No,Yes,No,No
11272,0,8,0,5,5,5,0,0,0,0,0,No,0,0.1,0.11,0,No,No,No,Yes,No,No
11273,7,4,0,0,0,0,0,0,0,0,1,No,0,0.22,0.15,0,Yes,No,No,Yes,No,No
11274,26,2,0,0,0,0,0,10,12,12,4,No,0,0.62,0.58,0,Yes,No,No,Yes,No,No
11275,0,9,0,1,1,1,0,0,0,0,0,No,0,0.7,0.66,0,No,No,No,No,No,No
11276,0,8,0,0,0,0,0,0,0,0,0,No,0,0.98,0.98,0,No,No,No,Yes,No,No
11277,3,2,0,0,0,0,0,0,0,0,0,No,0,0.82,0.81,0,No,No,No,Yes,No,No
11278,4,2,0,0,0,0,0,0,0,0,0,No,0,0.18,0.33,0,Yes,No,No,Yes,No,No
11279,10,8,0,0,0,0,0,0,0,1,0,No,0,0.99,0.97,0,No,No,No,Yes,No,No
11280,3176,8,0,0,0,0,0,3,6,12,3,No,0,1,1,0,No,No,No,Yes,No,No
11281,30,,0,0,0,0,0,0,0,0,0,No,0,-99,-99,0,Yes,No,No,No,No,No
11282,2038,26,0,0,0,0,0,0,0,0,1,No,0,0.98,0.99,0,Yes,No,No,Yes,No,No
11283,577,8,0,0,0,0,0,2,199,199,2,No,0,0.29,0.21,0,No,No,No,Yes,No,No
11284,177,,0,0,0,0,1,1,2,2,1,No,0,-99,-99,0,Yes,No,No,No,No,No
11285,12407,2,9,0,0,0,108,382,640,1009,348,No,0,1,1,0,No,No,No,Yes,No,No
11286,426,,0,0,0,0,4,8,18,31,0,No,0,-99,-99,0,No,No,No,Yes,No,No
11287,9,8,0,0,4,8,3,9,9,9,0,No,0,0.87,0.8,0,No,No,No,Yes,No,No
11288,90,15,0,0,0,0,0,0,0,0,2,No,0,0.28,0.36,0,No,No,Yes,Yes,No,No
11289,37,,0,0,0,0,1,1,1,1,1,No,0,-99,-99,0,Yes,No,No,Yes,No,No
11290,21,8,0,20,53,86,9,15,54,76,0,No,0,0.99,0.98,0,No,No,No,Yes,No,No
11291,24179,2,2182,0,12960,23040,3008,10726,25495,45217,3253,No,0,0.95,0.97,0,No,No,No,Yes,No,No
11292,11,2,0,0,0,0,0,0,0,0,0,No,0,0,0,0,No,No,No,Yes,No,No
11293,3,8,0,0,0,0,0,0,0,1,3,No,0,0.56,0.68,0,No,No,No,Yes,No,No
11294,8,,0,0,0,0,2,2,2,2,1,No,0,-99,-99,0,Yes,No,No,Yes,No,No
11295,-25,2,164,2030,3570,4760,853,2044,3603,5056,250,No,0,0.73,0.7,0,No,No,No,Yes,No,No
11296,50,2,0,0,0,0,0,0,1,1,2,No,0,0.77,0.81,0,No,No,No,Yes,No,No
11297,8,8,0,50,50,50,0,1,9,15,0,No,0,0.38,0.44,0,No,No,Yes,Yes,No,No
11298,349,8,10,0,0,0,15,50,103,156,20,No,0,0,0.35,0,No,No,No,Yes,No,No
11299,14,,0,0,0,0,2,6,14,21,8,No,0,-99,-99,0,Yes,No,No,Yes,No,No
11300,85,52,0,0,0,0,4,11,20,48,2,No,0,0.89,0.94,0,Yes,No,No,Yes,No,No
11301,1494,8,0,0,0,0,11,154,268,419,64,No,0,1,0.86,0,No,No,No,Yes,No,No
11302,6445,,0,0,0,0,0,0,1,1,0,No,0,-99,-99,0,Yes,No,No,Yes,No,No
11303,45,17,0,40,60,100,5,27,49,77,19,No,0,1,1,0,No,No,No,Yes,No,No
11304,1538,52,36,0,0,0,20,81,195,413,108,No,0,-99,-99,0,Yes,No,Yes,No,No,No
11305,82,4,0,0,0,0,0,5,19,21,0,No,0,0.73,0.78,0,No,No,No,Yes,No,No
11306,5,8,6,8,18,26,2,10,15,25,7,No,0,0.83,0.86,0,No,No,No,Yes,No,No
11307,240,,4,0,0,0,10,46,79,118,22,No,0,-99,-99,0,No,No,No,Yes,No,No
11308,4,,0,0,0,0,0,0,0,0,1,No,0,-99,-99,0,No,No,No,Yes,No,No
11309,221,8,0,0,0,540,7,42,86,138,31,No,0,0.93,0.89,0,No,No,No,Yes,No,No
11310,86,8,2,50,50,100,19,47,100,165,30,No,0,0.98,0.98,0,No,No,No,Yes,No,No
11311,13542,,0,0,0,0,2,16,29,56,0,No,0,-99,-99,0,Yes,No,No,Yes,No,No
11312,5,,0,0,0,0,0,0,1,2,1,No,0,-99,-99,0,Yes,No,No,Yes,No,No
11313,1738,8,0,0,0,0,0,0,2,2,2,No,0,1,0.99,0,No,No,No,Yes,No,No
11314,125,8,4,0,0,27,5,12,58,136,16,No,0,0.98,0.92,0,No,No,No,Yes,No,No
11315,218,8,3,17,122,167,29,73,211,382,32,No,0,0.84,0.86,0,No,No,No,Yes,No,No
11316,2,8,0,4,4,4,0,0,3,3,1,No,0,0.7,0.73,0,No,No,No,Yes,No,No
11317,567,8,68,1350,1350,2700,156,618,1307,2113,482,No,0,1,0.94,0,No,No,Yes,Yes,No,No
11318,4,8,0,0,0,0,0,0,0,0,0,No,0,0.94,0.96,0,Yes,No,Yes,Yes,No,No
11319,3,8,0,0,0,0,0,0,0,0,0,No,0,0.82,0.81,0,No,No,No,Yes,No,No
11320,10,8,16,0,16,32,1,10,22,34,1,No,0,0.99,0.97,0,No,No,No,Yes,No,No
11321,33,14,1,6,6,18,5,15,36,50,26,No,0,0.65,0.71,0,No,No,No,Yes,No,No
11322,5,8,0,0,0,0,0,0,0,0,1,No,0,0.78,0.86,0,No,No,No,Yes,No,No
11323,12,,0,0,0,0,0,0,0,0,0,No,0,-99,-99,0,No,No,No,No,No,No
11324,3,8,0,0,0,0,0,0,0,1,0,No,0,0.85,0.64,0,No,No,Yes,Yes,No,No
11325,15,8,3,4,15,27,3,7,23,34,0,No,0,0.92,0.96,0,No,No,No,Yes,No,No
11326,93,12,0,0,0,0,0,0,0,0,3,No,0,0.85,0.92,0,No,No,No,Yes,No,No
11327,36,8,0,0,0,0,0,0,0,1,0,No,0,0.9,0.92,0,No,No,No,Yes,No,No
11328,16,2,19,60,105,165,18,66,123,163,5,No,0,0.94,0.86,0,No,No,Yes,Yes,No,No
11329,46,8,0,0,0,0,0,0,0,0,0,No,0,0.99,0.94,0,No,No,No,Yes,No,No
11330,7,8,0,0,0,0,0,0,0,0,0,No,0,0.84,0.87,0,No,No,No,Yes,No,No
11331,17,8,0,0,0,0,0,0,0,0,0,No,0,0.87,0.83,0,No,No,Yes,Yes,No,No
11332,1,12,0,0,0,0,0,0,0,0,0,No,0,0.73,0.79,0,No,No,No,Yes,No,No
11333,10,8,0,0,5,10,0,2,9,16,0,No,0,0.83,0.85,0,No,No,No,Yes,No,No
11334,239,8,5,130,255,380,33,136,268,389,49,No,0,1,1,0,No,No,No,Yes,No,No
11335,47,8,0,0,0,0,0,0,0,0,0,No,0,0.99,0.99,0,No,No,Yes,Yes,No,No
11336,43,8,0,0,0,0,0,4,6,11,0,No,0,1,0.99,0,No,No,No,Yes,No,No
11337,455,0,0,0,0,0,1,6,8,9,1,No,0,0,0,0,No,No,No,No,No,No
11338,2,8,0,0,2,4,0,0,0,0,0,No,0,0.79,0.86,0,No,No,No,Yes,No,No
11339,25,8,0,0,0,0,0,0,1,1,1,No,0,1,0.99,0,No,No,Yes,Yes,No,No
11340,21,52,0,0,0,0,0,0,6,8,0,No,0,0.95,0.89,0,Yes,No,No,Yes,No,No
11341,5,8,0,0,0,0,0,3,7,11,1,No,0,0.99,0.99,0,Yes,No,No,Yes,No,No
11342,10,8,0,0,0,0,1,1,2,3,1,No,0,0.83,0.92,0,Yes,No,No,Yes,No,No
11343,3,12,0,0,0,0,0,0,0,0,0,No,0,0.73,0.79,0,No,No,No,Yes,No,No
11344,14,8,0,0,0,0,1,3,3,4,0,No,0,0.9,0.93,0,No,No,Yes,Yes,No,No
11345,1,,0,0,0,0,0,0,1,3,0,No,0,-99,-99,0,Yes,No,No,Yes,No,No
11346,144,5,0,30,105,180,18,57,161,260,44,No,0,0.99,0.98,0,No,No,No,Yes,No,No
11347,2,8,0,0,0,0,0,0,0,0,1,No,0,0.99,0.94,0,No,No,No,Yes,No,No
11348,35,8,0,0,0,0,1,8,27,39,4,No,0,0.99,0.99,0,No,No,No,Yes,No,No
11349,66,8,0,36,60,84,5,27,69,111,130,No,0,0.99,0.99,0,No,No,No,Yes,No,No
11350,10,8,0,0,0,0,1,1,1,1,2,No,0,0.99,0.99,0,No,No,No,Yes,No,No
11351,9,8,0,0,0,0,0,0,0,1,0,No,0,0.99,0.99,0,No,No,No,Yes,No,No
11352,3,8,0,0,0,0,0,0,0,0,0,No,0,0.82,0.81,0,No,No,Yes,Yes,No,No
11353,3,8,0,0,0,2,0,1,2,2,0,No,0,0.81,0.78,0,No,No,No,Yes,No,No
11354,144,8,1,57,57,114,8,29,109,160,32,No,0,-99,1,0,No,No,No,Yes,No,No
11355,32,8,12,0,0,0,5,12,28,48,35,No,0,0.35,0.52,0,No,No,No,Yes,No,No
11356,21,11,0,0,0,0,2,6,8,8,2,No,0,0.85,0.8,0,No,No,Yes,Yes,No,No
11357,21,8,11,33,77,99,10,31,56,96,7,No,0,0.78,0.9,0,No,No,Yes,Yes,No,No
11358,1,9,0,0,0,0,0,0,0,0,1,No,0,0.7,0.66,0,No,No,No,Yes,No,No
11359,2,8,0,6,12,12,2,4,8,13,0,No,0,1,0.98,0,No,No,No,Yes,No,No
11360,1,12,0,0,0,0,0,0,1,1,0,No,0,0.73,0.79,0,Yes,No,No,Yes,No,No
11361,9,8,0,0,5,10,0,2,10,14,1,No,0,0.9,0.93,0,No,No,No,Yes,No,No
11362,4,8,0,0,0,0,0,0,0,0,0,No,0,0.99,0.99,0,No,No,Yes,Yes,No,No
11363,2,9,0,0,0,0,0,0,0,0,1,No,0,0.7,0.66,0,No,No,No,Yes,No,No
11364,2,12,0,1,1,2,0,1,2,3,0,No,0,0.73,0.79,0,No,No,No,Yes,No,No
11365,3,8,0,0,0,0,0,0,0,0,1,No,0,0.97,0.98,0,Yes,No,No,Yes,No,No
11366,92,8,0,0,0,0,8,15,21,27,4,No,0,1,0.99,0,No,No,No,Yes,No,No
11367,161,2,0,75,152,152,11,29,104,286,66,No,0,0.97,0.97,0,No,No,No,Yes,No,No
11368,29,12,0,12,28,48,4,17,42,62,1,No,0,0.46,0.4,0,No,No,No,Yes,No,No
11369,87,8,0,0,0,0,0,0,0,0,0,No,0,1,1,0,No,No,No,Yes,No,No
11370,8,8,0,0,0,0,0,0,0,0,0,No,0,0.7,0.73,0,No,No,No,Yes,No,No
11371,3,8,2,4,5,9,0,3,7,11,0,No,0,0.95,0.95,0,No,No,No,Yes,No,No
11372,13,8,0,0,0,0,0,0,0,1,0,No,0,0.68,0.49,0,No,No,Yes,Yes,No,No
11373,16,8,0,0,0,0,0,1,2,2,2,No,0,0.97,0.95,0,No,No,No,Yes,No,No
11374,10,8,0,0,0,0,0,2,3,7,0,No,0,0.83,0.85,0,No,No,No,Yes,No,No
11375,39,2,0,0,0,0,4,7,13,18,1,No,0,1,0.99,0,No,No,No,Yes,No,No
11376,2,16,0,0,0,0,0,0,0,0,1,No,0,0.31,0.4,0,No,No,No,Yes,No,No
11377,5,8,0,6,12,18,2,5,6,10,2,No,0,0.97,0.96,0,No,No,No,Yes,No,No
11378,41,8,0,4,14,22,6,14,35,52,2,No,0,0.7,0.71,0,No,No,No,Yes,No,No
11379,61,8,1,28,50,72,17,35,52,74,13,No,0,0.7,0.71,0,No,No,No,Yes,No,No
11380,8,8,1,0,0,0,1,3,5,7,1,No,0,0.7,0.71,0,No,No,No,Yes,No,No
11381,36,4,60,0,0,0,0,0,0,0,1,No,0,0.56,0.58,0,Yes,No,No,Yes,No,No
11382,0,4,1,3,5,6,2,5,8,9,0,No,0,0.57,0.68,0,No,No,No,Yes,No,Yes
11383,7,2,0,0,0,0,0,0,0,0,0,No,0,0.56,0.68,0,Yes,No,No,Yes,No,No
11384,6,2,0,0,0,0,0,1,2,2,1,No,0,0.25,0.2,0,Yes,No,No,Yes,No,No
11385,11,2,0,0,0,0,0,1,1,1,0,No,0,0,0.08,0,Yes,No,No,Yes,No,No
11386,0,12,0,65,65,65,0,0,0,0,1,No,0,0.56,0.58,0,No,No,No,Yes,No,Yes
11387,5,4,0,0,0,0,0,0,0,0,0,No,0,0.57,0.68,0,Yes,No,No,Yes,No,No
11388,-49,8,1,480,480,480,0,143,159,169,2,No,0,0.41,0.47,50,No,No,No,Yes,No,No
11389,58,2,16,36,90,150,10,40,88,143,25,No,0,0.93,0.94,0,No,No,No,Yes,No,No
11390,863,2,773,2352,4620,6972,763,2423,4882,7021,707,No,0,0.99,0.99,0,No,No,No,Yes,No,No
11391,7,8,0,0,3,6,0,2,6,10,2,No,0,0.99,0.96,0,No,No,No,Yes,No,No
11392,25,52,0,0,0,0,0,1,6,7,1,No,0,-99,-99,0,No,No,No,Yes,No,No
11393,2,12,0,0,0,0,0,0,0,0,0,No,0,0.57,0.68,0,No,No,No,Yes,No,No
11394,35,8,0,0,0,0,0,0,0,0,0,No,0,0.74,0.63,0,No,No,No,Yes,No,No
11395,56,2,0,0,0,0,0,1,1,1,2,No,0,0.83,0.7,0,Yes,No,No,Yes,No,No
11396,12,2,0,230,230,230,10,38,70,77,0,No,0,0.5,0.52,0,Yes,No,No,No,No,No
11397,7,2,0,0,6,6,0,3,4,4,0,No,0,0.92,0.95,0,No,No,Yes,Yes,No,No
11398,136,2,11,40,40,80,12,19,28,28,27,No,0,1,1,0,Yes,No,No,Yes,No,No
11399,6,2,0,4,4,4,0,0,0,0,0,No,0,0.27,0.26,0,Yes,No,Yes,Yes,No,No
11400,15,2,0,0,0,0,0,0,0,0,1,No,0,0.79,0.9,0,No,No,Yes,Yes,No,No
11401,7,2,0,10,10,10,0,0,0,0,0,No,0,0.33,0.24,0,Yes,No,No,Yes,No,No
11402,15,8,0,12,36,54,2,16,29,44,4,No,0,0.87,0.91,0,No,No,No,Yes,No,No
11403,563,4,43,260,560,760,143,343,744,1045,70,No,0,0.73,0.78,0,No,No,No,Yes,No,No
11404,4,2,80,0,0,0,0,0,0,0,0,No,0,0.98,0.9,0,Yes,No,No,Yes,No,No
11405,16,4,0,0,0,0,0,0,2,2,0,No,0,0.73,0.78,0,No,No,No,Yes,No,No
11406,10,8,0,0,0,0,0,0,0,0,0,No,0,0,0,0,No,No,Yes,Yes,No,No
11407,667,8,42,360,888,1584,345,1153,2280,3612,186,No,0,0.41,0.46,0,No,No,Yes,Yes,No,No
11408,11,2,0,0,0,0,0,0,0,0,0,No,0,0.99,0.96,0,Yes,No,No,Yes,No,No
11409,60,2,40,27,27,27,0,0,0,0,32,No,0,0.5,0.5,0,Yes,No,Yes,Yes,No,No
11410,11,4,0,0,0,0,0,0,0,0,0,No,0,0.73,0.78,0,No,No,No,Yes,No,No
11411,27,2,0,0,0,0,0,25,27,27,0,No,0,0.88,0.94,0,No,No,No,Yes,No,No
11412,7,4,0,0,0,0,0,0,0,0,0,No,0,0.73,0.78,0,Yes,No,No,Yes,No,No
11413,0,2,0,1,1,1,0,0,0,0,0,No,0,0.76,0.71,0,Yes,No,Yes,Yes,No,No
11414,5,2,0,8,8,8,0,0,0,0,0,No,0,0.93,0.86,0,Yes,No,No,Yes,No,No
11415,0,2,0,5,7,7,0,0,0,0,0,No,0,0.37,0.34,0,Yes,No,No,Yes,No,No
11416,10,2,0,0,0,0,0,1,1,1,0,No,0,0.99,0.99,0,Yes,No,No,Yes,No,No
11417,0,4,0,5,8,9,0,0,0,0,0,No,0,0.7,0.66,0,Yes,No,No,Yes,No,No
11418,4,2,64,0,0,0,0,0,0,0,6,No,0,0,0,0,Yes,No,Yes,Yes,No,No
11419,94,2,0,0,230,230,6,37,74,113,4,No,0,0.72,0.69,0,No,No,Yes,Yes,No,No
11420,173,8,100,0,200,200,9,49,162,228,24,No,0,0.87,0.91,0,No,No,No,Yes,No,No
11421,71,8,0,0,0,0,2,7,21,43,19,No,0,0.15,0.1,0,No,No,No,Yes,No,No
11422,5,2,0,0,0,0,0,0,0,0,1,No,0,0.93,0.87,0,No,No,Yes,Yes,No,No
